"name","country","operator","users","purpose","perigee","apogee","launch_mass","date_of_launch","expected_lifetime",
"Starlink-2395","USA","SpaceX","Commercial","Communications",548,561,260,2021-03-11,4.000000,
"Starlink-2396","USA","SpaceX","Commercial","Communications",548,561,260,2021-03-11,4.000000,
"Starlink-2397","USA","SpaceX","Commercial","Communications",548,561,260,2021-03-14,4.000000,
"Starlink-2398","USA","SpaceX","Commercial","Communications",548,561,260,2021-03-14,4.000000,
"Starlink-2399","USA","SpaceX","Commercial","Communications",548,561,260,2021-03-11,4.000000,
"Starlink-24","USA","SpaceX","Commercial","Communications",549,551,227,2019-05-24,-1.000000,
"Starlink-2400","USA","SpaceX","Commercial","Communications",548,561,260,2021-03-11,4.000000,
"Starlink-2401","USA","SpaceX","Commercial","Communications",548,561,260,2021-03-11,4.000000,
"Starlink-2402","USA","SpaceX","Commercial","Communications",548,561,260,2021-03-11,4.000000,
"Starlink-2403","USA","SpaceX","Commercial","Communications",548,561,260,2021-03-11,4.000000,
"Starlink-2404","USA","SpaceX","Commercial","Communications",548,561,260,2021-04-07,4.000000,
"Starlink-2405","USA","SpaceX","Commercial","Communications",548,561,260,2021-03-14,4.000000,
"Starlink-2406","USA","SpaceX","Commercial","Communications",548,561,260,2021-03-11,4.000000,
"Starlink-2407","USA","SpaceX","Commercial","Communications",548,561,260,2021-03-11,4.000000,
"Starlink-2408","USA","SpaceX","Commercial","Communications",548,561,260,2021-03-11,4.000000,
"Starlink-2409","USA","SpaceX","Commercial","Communications",548,561,260,2021-03-11,4.000000,
"Starlink-2410","USA","SpaceX","Commercial","Communications",548,561,260,2021-03-11,4.000000,
"Starlink-2411","USA","SpaceX","Commercial","Communications",548,561,260,2021-03-11,4.000000,
"Starlink-2412","USA","SpaceX","Commercial","Communications",548,561,260,2021-04-07,4.000000,
"Starlink-2413","USA","SpaceX","Commercial","Communications",548,561,260,2021-03-11,4.000000,
"Starlink-2414","USA","SpaceX","Commercial","Communications",548,561,260,2021-04-07,4.000000,
"Starlink-2415","USA","SpaceX","Commercial","Communications",548,561,260,2021-03-11,4.000000,
"Starlink-2416","USA","SpaceX","Commercial","Communications",548,561,260,2021-03-11,4.000000,
"Starlink-2417","USA","SpaceX","Commercial","Communications",548,561,260,2021-04-07,4.000000,
"Starlink-2418","USA","SpaceX","Commercial","Communications",548,561,260,2021-04-07,4.000000,
"Starlink-2419","USA","SpaceX","Commercial","Communications",548,561,260,2021-03-11,4.000000,
"Starlink-2420","USA","SpaceX","Commercial","Communications",548,561,260,2021-03-11,4.000000,
"Starlink-2421","USA","SpaceX","Commercial","Communications",548,561,260,2021-04-07,4.000000,
"Starlink-2422","USA","SpaceX","Commercial","Communications",548,561,260,2021-03-11,4.000000,
"Starlink-2423","USA","SpaceX","Commercial","Communications",548,561,260,2021-03-11,4.000000,
"Starlink-2424","USA","SpaceX","Commercial","Communications",548,561,260,2021-03-11,4.000000,
"Starlink-2425","USA","SpaceX","Commercial","Communications",548,561,260,2021-03-11,4.000000,
"Starlink-2426","USA","SpaceX","Commercial","Communications",548,561,260,2021-03-11,4.000000,
"Starlink-2427","USA","SpaceX","Commercial","Communications",548,561,260,2021-03-11,4.000000,
"Starlink-2428","USA","SpaceX","Commercial","Communications",548,561,260,2021-04-07,4.000000,
"Starlink-2429","USA","SpaceX","Commercial","Communications",548,561,260,2021-03-11,4.000000,
"Starlink-2430","USA","SpaceX","Commercial","Communications",548,561,260,2021-04-07,4.000000,
"Starlink-2431","USA","SpaceX","Commercial","Communications",548,561,260,2021-03-11,4.000000,
"Starlink-2432","USA","SpaceX","Commercial","Communications",548,561,260,2021-03-11,4.000000,
"Starlink-2433","USA","SpaceX","Commercial","Communications",548,561,260,2021-03-11,4.000000,
"Starlink-2434","USA","SpaceX","Commercial","Communications",548,561,260,2021-03-11,4.000000,
"Starlink-2435","USA","SpaceX","Commercial","Communications",548,561,260,2021-03-11,4.000000,
"Starlink-2436","USA","SpaceX","Commercial","Communications",548,561,260,2021-04-07,4.000000,
"Starlink-2437","USA","SpaceX","Commercial","Communications",548,561,260,2021-04-07,4.000000,
"Starlink-2438","USA","SpaceX","Commercial","Communications",548,561,260,2021-04-07,4.000000,
"Starlink-2439","USA","SpaceX","Commercial","Communications",548,561,260,2021-04-07,4.000000,
"Starlink-2440","USA","SpaceX","Commercial","Communications",548,561,260,2021-04-07,4.000000,
"Starlink-2441","USA","SpaceX","Commercial","Communications",548,561,260,2021-04-28,4.000000,
"Starlink-2442","USA","SpaceX","Commercial","Communications",548,561,260,2021-04-07,4.000000,
"Starlink-2443","USA","SpaceX","Commercial","Communications",548,561,260,2021-04-07,4.000000,
"Starlink-2444","USA","SpaceX","Commercial","Communications",548,561,260,2021-04-07,4.000000,
"Starlink-2445","USA","SpaceX","Commercial","Communications",548,561,260,2021-04-07,4.000000,
"Starlink-2446","USA","SpaceX","Commercial","Communications",548,561,260,2021-03-11,4.000000,
"Starlink-2447","USA","SpaceX","Commercial","Communications",548,561,260,2021-04-07,4.000000,
"Starlink-2448","USA","SpaceX","Commercial","Communications",548,561,260,2021-04-07,4.000000,
"Starlink-2449","USA","SpaceX","Commercial","Communications",548,561,260,2021-04-07,4.000000,
"Starlink-2450","USA","SpaceX","Commercial","Communications",548,561,260,2021-04-07,4.000000,
"Starlink-2451","USA","SpaceX","Commercial","Communications",548,561,260,2021-04-07,4.000000,
"Starlink-2452","USA","SpaceX","Commercial","Communications",548,561,260,2021-04-07,4.000000,
"Starlink-2453","USA","SpaceX","Commercial","Communications",548,561,260,2021-03-11,4.000000,
"Starlink-2454","USA","SpaceX","Commercial","Communications",548,561,260,2021-04-07,4.000000,
"Starlink-2455","USA","SpaceX","Commercial","Communications",548,561,260,2021-04-07,4.000000,
"Starlink-2456","USA","SpaceX","Commercial","Communications",548,561,260,2021-03-11,4.000000,
"Starlink-2457","USA","SpaceX","Commercial","Communications",548,561,260,2021-04-28,4.000000,
"Starlink-2458","USA","SpaceX","Commercial","Communications",548,561,260,2021-04-07,4.000000,
"Starlink-2459","USA","SpaceX","Commercial","Communications",548,561,260,2021-04-07,4.000000,
"Starlink-2460","USA","SpaceX","Commercial","Communications",548,561,260,2021-04-07,4.000000,
"Starlink-2461","USA","SpaceX","Commercial","Communications",260,280,260,2021-05-09,4.000000,
"Starlink-2462","USA","SpaceX","Commercial","Communications",548,561,260,2021-04-07,4.000000,
"Starlink-2463","USA","SpaceX","Commercial","Communications",548,561,260,2021-04-07,4.000000,
"Starlink-2464","USA","SpaceX","Commercial","Communications",548,561,260,2021-04-07,4.000000,
"Starlink-2465","USA","SpaceX","Commercial","Communications",548,561,260,2021-04-07,4.000000,
"Starlink-2466","USA","SpaceX","Commercial","Communications",548,561,260,2021-04-07,4.000000,
"Starlink-2467","USA","SpaceX","Commercial","Communications",548,561,260,2021-04-07,4.000000,
"Starlink-2468","USA","SpaceX","Commercial","Communications",548,561,260,2021-04-07,4.000000,
"Starlink-2469","USA","SpaceX","Commercial","Communications",548,561,260,2021-04-07,4.000000,
"Starlink-2470","USA","SpaceX","Commercial","Communications",548,561,260,2021-04-28,4.000000,
"Starlink-2471","USA","SpaceX","Commercial","Communications",548,561,260,2021-04-07,4.000000,
"Starlink-2472","USA","SpaceX","Commercial","Communications",548,561,260,2021-04-07,4.000000,
"Starlink-2473","USA","SpaceX","Commercial","Communications",548,561,260,2021-04-07,4.000000,
"Starlink-2474","USA","SpaceX","Commercial","Communications",548,561,260,2021-04-07,4.000000,
"Starlink-2475","USA","SpaceX","Commercial","Communications",548,561,260,2021-04-07,4.000000,
"Starlink-2476","USA","SpaceX","Commercial","Communications",548,561,260,2021-04-07,4.000000,
"Starlink-2477","USA","SpaceX","Commercial","Communications",548,561,260,2021-04-28,4.000000,
"Starlink-2478","USA","SpaceX","Commercial","Communications",548,561,260,2021-04-07,4.000000,
"Starlink-2479","USA","SpaceX","Commercial","Communications",548,561,260,2021-04-07,4.000000,
"Starlink-2480","USA","SpaceX","Commercial","Communications",548,561,260,2021-04-07,4.000000,
"Starlink-2481","USA","SpaceX","Commercial","Communications",548,561,260,2021-04-07,4.000000,
"Starlink-2482","USA","SpaceX","Commercial","Communications",548,561,260,2021-04-07,4.000000,
"Starlink-2483","USA","SpaceX","Commercial","Communications",548,561,260,2021-04-07,4.000000,
"Starlink-2484","USA","SpaceX","Commercial","Communications",548,561,260,2021-04-07,4.000000,
"Starlink-2485","USA","SpaceX","Commercial","Communications",548,561,260,2021-04-07,4.000000,
"Starlink-2486","USA","SpaceX","Commercial","Communications",548,561,260,2021-04-07,4.000000,
"Starlink-2487","USA","SpaceX","Commercial","Communications",548,561,260,2021-04-07,4.000000,
"Starlink-2488","USA","SpaceX","Commercial","Communications",548,561,260,2021-04-07,4.000000,
"Starlink-2489","USA","SpaceX","Commercial","Communications",548,561,260,2021-04-07,4.000000,
"Starlink-2490","USA","SpaceX","Commercial","Communications",548,561,260,2021-04-07,4.000000,
"Starlink-2491","USA","SpaceX","Commercial","Communications",548,561,260,2021-04-07,4.000000,
"Starlink-2492","USA","SpaceX","Commercial","Communications",548,561,260,2021-04-07,4.000000,
"Starlink-2493","USA","SpaceX","Commercial","Communications",548,561,260,2021-04-07,4.000000,
"Starlink-2494","USA","SpaceX","Commercial","Communications",260,280,260,2021-05-09,4.000000,
"Starlink-2495","USA","SpaceX","Commercial","Communications",548,561,260,2021-04-28,4.000000,
"Starlink-2496","USA","SpaceX","Commercial","Communications",260,280,260,2021-05-09,4.000000,
"Starlink-2497","USA","SpaceX","Commercial","Communications",260,280,260,2021-05-09,4.000000,
"Starlink-2498","USA","SpaceX","Commercial","Communications",548,561,260,2021-04-28,4.000000,
"Starlink-2499","USA","SpaceX","Commercial","Communications",260,280,260,2021-05-04,4.000000,
"Starlink-2500","USA","SpaceX","Commercial","Communications",260,280,260,2021-05-09,4.000000,
"Starlink-2501","USA","SpaceX","Commercial","Communications",548,561,260,2021-04-28,4.000000,
"Starlink-2502","USA","SpaceX","Commercial","Communications",548,561,260,2021-04-28,4.000000,
"Starlink-2503","USA","SpaceX","Commercial","Communications",548,561,260,2021-04-07,4.000000,
"Starlink-2504","USA","SpaceX","Commercial","Communications",548,561,260,2021-04-28,4.000000,
"Starlink-2505","USA","SpaceX","Commercial","Communications",260,280,260,2021-05-04,4.000000,
"Starlink-2506","USA","SpaceX","Commercial","Communications",548,561,260,2021-04-28,4.000000,
"Starlink-2507","USA","SpaceX","Commercial","Communications",548,561,260,2021-04-28,4.000000,
"Starlink-2508","USA","SpaceX","Commercial","Communications",260,280,260,2021-05-09,4.000000,
"Starlink-2509","USA","SpaceX","Commercial","Communications",548,561,260,2021-04-28,4.000000,
"Starlink-2510","USA","SpaceX","Commercial","Communications",548,561,260,2021-04-28,4.000000,
"Starlink-2511","USA","SpaceX","Commercial","Communications",548,561,260,2021-04-28,4.000000,
"Starlink-2512","USA","SpaceX","Commercial","Communications",548,561,260,2021-04-28,4.000000,
"Starlink-2513","USA","SpaceX","Commercial","Communications",548,561,260,2021-04-28,4.000000,
"Starlink-2514","USA","SpaceX","Commercial","Communications",548,561,260,2021-04-28,4.000000,
"Starlink-2515","USA","SpaceX","Commercial","Communications",548,561,260,2021-04-28,4.000000,
"Starlink-2516","USA","SpaceX","Commercial","Communications",548,561,260,2021-04-28,4.000000,
"Starlink-2517","USA","SpaceX","Commercial","Communications",548,561,260,2021-04-28,4.000000,
"Starlink-2518","USA","SpaceX","Commercial","Communications",548,561,260,2021-04-28,4.000000,
"Starlink-2519","USA","SpaceX","Commercial","Communications",548,561,260,2021-04-28,4.000000,
"Starlink-2520","USA","SpaceX","Commercial","Communications",548,561,260,2021-04-28,4.000000,
"Starlink-2521","USA","SpaceX","Commercial","Communications",258,280,260,2021-05-26,4.000000,
"Starlink-2523","USA","SpaceX","Commercial","Communications",548,561,260,2021-04-28,4.000000,
"Starlink-2524","USA","SpaceX","Commercial","Communications",548,561,260,2021-04-28,4.000000,
"Starlink-2525","USA","SpaceX","Commercial","Communications",260,280,260,2021-05-09,4.000000,
"Starlink-2526","USA","SpaceX","Commercial","Communications",260,280,260,2021-05-04,4.000000,
"Starlink-2527","USA","SpaceX","Commercial","Communications",548,561,260,2021-04-28,4.000000,
"Starlink-2528","USA","SpaceX","Commercial","Communications",548,561,260,2021-04-28,4.000000,
"Starlink-2529","USA","SpaceX","Commercial","Communications",260,280,260,2021-05-09,4.000000,
"Starlink-2530","USA","SpaceX","Commercial","Communications",548,561,260,2021-04-28,4.000000,
"Starlink-2531","USA","SpaceX","Commercial","Communications",260,280,260,2021-05-09,4.000000,
"Starlink-2532","USA","SpaceX","Commercial","Communications",548,561,260,2021-04-28,4.000000,
"Starlink-2533","USA","SpaceX","Commercial","Communications",548,561,260,2021-04-28,4.000000,
"Starlink-2534","USA","SpaceX","Commercial","Communications",548,561,260,2021-04-28,4.000000,
"Starlink-2535","USA","SpaceX","Commercial","Communications",548,561,260,2021-04-28,4.000000,
"Starlink-2536","USA","SpaceX","Commercial","Communications",548,561,260,2021-04-28,4.000000,
"Starlink-2537","USA","SpaceX","Commercial","Communications",548,561,260,2021-04-28,4.000000,
"Starlink-2538","USA","SpaceX","Commercial","Communications",548,561,260,2021-04-28,4.000000,
"Starlink-2540","USA","SpaceX","Commercial","Communications",548,561,260,2021-04-28,4.000000,
"Starlink-2541","USA","SpaceX","Commercial","Communications",548,561,260,2021-04-28,4.000000,
"Starlink-2542","USA","SpaceX","Commercial","Communications",548,561,260,2021-04-28,4.000000,
"Starlink-2543","USA","SpaceX","Commercial","Communications",548,561,260,2021-04-28,4.000000,
"Starlink-2544","USA","SpaceX","Commercial","Communications",548,561,260,2021-04-28,4.000000,
"Starlink-2545","USA","SpaceX","Commercial","Communications",548,561,260,2021-04-28,4.000000,
"Starlink-2546","USA","SpaceX","Commercial","Communications",548,561,260,2021-04-28,4.000000,
"Starlink-2547","USA","SpaceX","Commercial","Communications",548,561,260,2021-04-28,4.000000,
"Starlink-2548","USA","SpaceX","Commercial","Communications",548,561,260,2021-04-28,4.000000,
"Starlink-2549","USA","SpaceX","Commercial","Communications",548,561,260,2021-04-28,4.000000,
"Starlink-2550","USA","SpaceX","Commercial","Communications",548,561,260,2021-04-28,4.000000,
"Starlink-2555","USA","SpaceX","Commercial","Communications",548,561,260,2021-04-28,4.000000,
"Starlink-2556","USA","SpaceX","Commercial","Communications",548,561,260,2021-04-28,4.000000,
"Starlink-2557","USA","SpaceX","Commercial","Communications",548,561,260,2021-04-28,4.000000,
"Starlink-2558","USA","SpaceX","Commercial","Communications",548,561,260,2021-04-28,4.000000,
"Starlink-2559","USA","SpaceX","Commercial","Communications",548,561,260,2021-04-28,4.000000,
"Starlink-2560","USA","SpaceX","Commercial","Communications",260,280,260,2021-05-04,4.000000,
"Starlink-2561","USA","SpaceX","Commercial","Communications",260,280,260,2021-05-04,4.000000,
"Starlink-2562","USA","SpaceX","Commercial","Communications",548,561,260,2021-04-28,4.000000,
"Starlink-2563","USA","SpaceX","Commercial","Communications",260,280,260,2021-05-04,4.000000,
"Starlink-2564","USA","SpaceX","Commercial","Communications",548,561,260,2021-04-28,4.000000,
"Starlink-2565","USA","SpaceX","Commercial","Communications",548,561,260,2021-04-28,4.000000,
"Starlink-2566","USA","SpaceX","Commercial","Communications",548,561,260,2021-04-28,4.000000,
"Starlink-2567","USA","SpaceX","Commercial","Communications",548,561,260,2021-04-28,4.000000,
"Starlink-2568","USA","SpaceX","Commercial","Communications",260,280,260,2021-05-04,4.000000,
"Starlink-2569","USA","SpaceX","Commercial","Communications",548,561,260,2021-04-28,4.000000,
"Starlink-2570","USA","SpaceX","Commercial","Communications",260,280,260,2021-05-04,4.000000,
"Starlink-2571","USA","SpaceX","Commercial","Communications",260,280,260,2021-05-04,4.000000,
"Starlink-2572","USA","SpaceX","Commercial","Communications",260,280,260,2021-05-04,4.000000,
"Starlink-2573","USA","SpaceX","Commercial","Communications",260,280,260,2021-05-04,4.000000,
"Starlink-2574","USA","SpaceX","Commercial","Communications",260,280,260,2021-05-04,4.000000,
"Starlink-2575","USA","SpaceX","Commercial","Communications",260,280,260,2021-05-04,4.000000,
"Starlink-2576","USA","SpaceX","Commercial","Communications",260,280,260,2021-05-04,4.000000,
"Starlink-2578","USA","SpaceX","Commercial","Communications",260,280,260,2021-05-04,4.000000,
"Starlink-2579","USA","SpaceX","Commercial","Communications",260,280,260,2021-05-09,4.000000,
"Starlink-2580","USA","SpaceX","Commercial","Communications",548,561,260,2021-04-28,4.000000,
"Starlink-2581","USA","SpaceX","Commercial","Communications",260,280,260,2021-05-04,4.000000,
"Starlink-2582","USA","SpaceX","Commercial","Communications",260,280,260,2021-05-09,4.000000,
"Starlink-2583","USA","SpaceX","Commercial","Communications",260,280,260,2021-05-09,4.000000,
"Starlink-2585","USA","SpaceX","Commercial","Communications",260,280,260,2021-05-04,4.000000,
"Starlink-2586","USA","SpaceX","Commercial","Communications",260,280,260,2021-05-04,4.000000,
"Starlink-2587","USA","SpaceX","Commercial","Communications",260,280,260,2021-05-04,4.000000,
"Starlink-2588","USA","SpaceX","Commercial","Communications",260,280,260,2021-05-04,4.000000,
"Starlink-2589","USA","SpaceX","Commercial","Communications",260,280,260,2021-05-04,4.000000,
"Starlink-2590","USA","SpaceX","Commercial","Communications",260,280,260,2021-05-04,4.000000,
"Starlink-2591","USA","SpaceX","Commercial","Communications",260,280,260,2021-05-04,4.000000,
"Starlink-2592","USA","SpaceX","Commercial","Communications",260,280,260,2021-05-04,4.000000,
"Starlink-2593","USA","SpaceX","Commercial","Communications",260,280,260,2021-05-04,4.000000,
"Starlink-2594","USA","SpaceX","Commercial","Communications",260,280,260,2021-05-04,4.000000,
"Starlink-2595","USA","SpaceX","Commercial","Communications",260,280,260,2021-05-04,4.000000,
"Starlink-2596","USA","SpaceX","Commercial","Communications",260,280,260,2021-05-04,4.000000,
"Starlink-2598","USA","SpaceX","Commercial","Communications",260,280,260,2021-05-04,4.000000,
"Starlink-2599","USA","SpaceX","Commercial","Communications",260,280,260,2021-05-04,4.000000,
"Starlink-2600","USA","SpaceX","Commercial","Communications",260,280,260,2021-05-04,4.000000,
"Starlink-2600","USA","SpaceX","Commercial","Communications",260,280,260,2021-05-09,4.000000,
"Starlink-2601","USA","SpaceX","Commercial","Communications",260,280,260,2021-05-04,4.000000,
"Starlink-2602","USA","SpaceX","Commercial","Communications",260,280,260,2021-05-04,4.000000,
"Starlink-2603","USA","SpaceX","Commercial","Communications",260,280,260,2021-05-04,4.000000,
"Starlink-2604","USA","SpaceX","Commercial","Communications",260,280,260,2021-05-04,4.000000,
"Starlink-2605","USA","SpaceX","Commercial","Communications",260,280,260,2021-05-04,4.000000,
"Starlink-2606","USA","SpaceX","Commercial","Communications",260,280,260,2021-05-04,4.000000,
"Starlink-2607","USA","SpaceX","Commercial","Communications",260,280,260,2021-05-04,4.000000,
"Starlink-2608","USA","SpaceX","Commercial","Communications",260,280,260,2021-05-04,4.000000,
"Starlink-2609","USA","SpaceX","Commercial","Communications",260,280,260,2021-05-04,4.000000,
"Starlink-2610","USA","SpaceX","Commercial","Communications",260,280,260,2021-05-04,4.000000,
"Starlink-2611","USA","SpaceX","Commercial","Communications",260,280,260,2021-05-04,4.000000,
"Starlink-2612","USA","SpaceX","Commercial","Communications",260,280,260,2021-05-04,4.000000,
"Starlink-2613","USA","SpaceX","Commercial","Communications",260,280,260,2021-05-04,4.000000,
"Starlink-2614","USA","SpaceX","Commercial","Communications",260,280,260,2021-05-04,4.000000,
"Starlink-2615","USA","SpaceX","Commercial","Communications",258,280,260,2021-05-26,4.000000,
"Starlink-2616","USA","SpaceX","Commercial","Communications",258,280,260,2021-05-26,4.000000,
"Starlink-2617","USA","SpaceX","Commercial","Communications",258,280,260,2021-05-26,4.000000,
"Starlink-2618","USA","SpaceX","Commercial","Communications",258,280,260,2021-05-26,4.000000,
"Starlink-2619","USA","SpaceX","Commercial","Communications",260,280,260,2021-05-09,4.000000,
"Starlink-2620","USA","SpaceX","Commercial","Communications",260,280,260,2021-05-09,4.000000,
"Starlink-2621","USA","SpaceX","Commercial","Communications",260,280,260,2021-05-04,4.000000,
"Starlink-2622","USA","SpaceX","Commercial","Communications",260,280,260,2021-05-04,4.000000,
"Starlink-2623","USA","SpaceX","Commercial","Communications",260,280,260,2021-05-04,4.000000,
"Starlink-2624","USA","SpaceX","Commercial","Communications",260,280,260,2021-05-04,4.000000,
"Starlink-2626","USA","SpaceX","Commercial","Communications",260,280,260,2021-05-04,4.000000,
"Starlink-2627","USA","SpaceX","Commercial","Communications",258,280,260,2021-05-26,4.000000,
"Starlink-2628","USA","SpaceX","Commercial","Communications",260,280,260,2021-05-04,4.000000,
"Starlink-2629","USA","SpaceX","Commercial","Communications",258,280,260,2021-05-26,4.000000,
"Starlink-2630","USA","SpaceX","Commercial","Communications",260,280,260,2021-05-04,4.000000,
"Starlink-2631","USA","SpaceX","Commercial","Communications",260,280,260,2021-05-04,4.000000,
"Starlink-2632","USA","SpaceX","Commercial","Communications",260,280,260,2021-05-09,4.000000,
"Starlink-2633","USA","SpaceX","Commercial","Communications",260,280,260,2021-05-09,4.000000,
"Starlink-2633","USA","SpaceX","Commercial","Communications",260,280,260,2021-05-09,4.000000,
"Starlink-2634","USA","SpaceX","Commercial","Communications",260,280,260,2021-05-09,4.000000,
"Starlink-2635","USA","SpaceX","Commercial","Communications",260,280,260,2021-05-04,4.000000,
"Starlink-2636","USA","SpaceX","Commercial","Communications",260,280,260,2021-05-04,4.000000,
"Starlink-2637","USA","SpaceX","Commercial","Communications",260,280,260,2021-05-04,4.000000,
"Starlink-2639","USA","SpaceX","Commercial","Communications",260,280,260,2021-05-09,4.000000,
"Starlink-2640","USA","SpaceX","Commercial","Communications",260,280,260,2021-05-09,4.000000,
"Starlink-2641","USA","SpaceX","Commercial","Communications",260,280,260,2021-05-04,4.000000,
"Starlink-2642","USA","SpaceX","Commercial","Communications",260,280,260,2021-05-09,4.000000,
"Starlink-2643","USA","SpaceX","Commercial","Communications",260,280,260,2021-05-04,4.000000,
"Starlink-2644","USA","SpaceX","Commercial","Communications",260,280,260,2021-05-09,4.000000,
"Starlink-2645","USA","SpaceX","Commercial","Communications",260,280,260,2021-05-09,4.000000,
"Starlink-2646","USA","SpaceX","Commercial","Communications",258,280,260,2021-05-26,4.000000,
"Starlink-2647","USA","SpaceX","Commercial","Communications",258,280,260,2021-05-26,4.000000,
"Starlink-2648","USA","SpaceX","Commercial","Communications",258,280,260,2021-05-26,4.000000,
"Starlink-2649","USA","SpaceX","Commercial","Communications",258,280,260,2021-05-26,4.000000,
"Starlink-2651","USA","SpaceX","Commercial","Communications",258,280,260,2021-05-26,4.000000,
"Starlink-2652","USA","SpaceX","Commercial","Communications",260,280,260,2021-05-09,4.000000,
"Starlink-2653","USA","SpaceX","Commercial","Communications",258,280,260,2021-05-26,4.000000,
"Starlink-2654","USA","SpaceX","Commercial","Communications",260,280,260,2021-05-09,4.000000,
"Starlink-2655","USA","SpaceX","Commercial","Communications",260,280,260,2021-05-09,4.000000,
"Starlink-2657","USA","SpaceX","Commercial","Communications",258,280,260,2021-05-26,4.000000,
"Starlink-2658","USA","SpaceX","Commercial","Communications",260,280,260,2021-05-09,4.000000,
"Starlink-2659","USA","SpaceX","Commercial","Communications",260,280,260,2021-05-09,4.000000,
"Starlink-2661","USA","SpaceX","Commercial","Communications",260,280,260,2021-05-09,4.000000,
"Starlink-2666","USA","SpaceX","Commercial","Communications",258,280,260,2021-05-26,4.000000,
"Starlink-2667","USA","SpaceX","Commercial","Communications",258,280,260,2021-05-26,4.000000,
"Starlink-2672","USA","SpaceX","Commercial","Communications",258,280,260,2021-05-26,4.000000,
"Starlink-2673","USA","SpaceX","Commercial","Communications",258,280,260,2021-05-26,4.000000,
"Starlink-2674","USA","SpaceX","Commercial","Communications",260,280,260,2021-05-04,4.000000,
"Starlink-2675","USA","SpaceX","Commercial","Communications",260,280,260,2021-05-09,4.000000,
"Starlink-2680","USA","SpaceX","Commercial","Communications",260,280,260,2021-05-09,4.000000,
"Starlink-2681","USA","SpaceX","Commercial","Communications",260,280,260,2021-05-09,4.000000,
"Starlink-2682","USA","SpaceX","Commercial","Communications",260,280,260,2021-05-09,4.000000,
"Starlink-2683","USA","SpaceX","Commercial","Communications",260,280,260,2021-05-09,4.000000,
"Starlink-2684","USA","SpaceX","Commercial","Communications",260,280,260,2021-05-09,4.000000,
"Starlink-2685","USA","SpaceX","Commercial","Communications",260,280,260,2021-05-09,4.000000,
"Starlink-2686","USA","SpaceX","Commercial","Communications",260,280,260,2021-05-09,4.000000,
"Starlink-2687","USA","SpaceX","Commercial","Communications",260,280,260,2021-05-09,4.000000,
"Starlink-2688","USA","SpaceX","Commercial","Communications",258,280,260,2021-05-26,4.000000,
"Starlink-2689","USA","SpaceX","Commercial","Communications",260,280,260,2021-05-09,4.000000,
"Starlink-2690","USA","SpaceX","Commercial","Communications",260,280,260,2021-05-09,4.000000,
"Starlink-2691","USA","SpaceX","Commercial","Communications",258,280,260,2021-05-26,4.000000,
"Starlink-2692","USA","SpaceX","Commercial","Communications",260,280,260,2021-05-09,4.000000,
"Starlink-2693","USA","SpaceX","Commercial","Communications",260,280,260,2021-05-09,4.000000,
"Starlink-2695","USA","SpaceX","Commercial","Communications",258,280,260,2021-05-26,4.000000,
"Starlink-2696","USA","SpaceX","Commercial","Communications",260,280,260,2021-05-09,4.000000,
"Starlink-2697","USA","SpaceX","Commercial","Communications",260,280,260,2021-05-09,4.000000,
"Starlink-2698","USA","SpaceX","Commercial","Communications",260,280,260,2021-05-09,4.000000,
"Starlink-2699","USA","SpaceX","Commercial","Communications",260,280,260,2021-05-09,4.000000,
"Starlink-2700","USA","SpaceX","Commercial","Communications",260,280,260,2021-05-09,4.000000,
"Starlink-2701","USA","SpaceX","Commercial","Communications",258,280,260,2021-05-26,4.000000,
"Starlink-2702","USA","SpaceX","Commercial","Communications",260,280,260,2021-05-09,4.000000,
"Starlink-2703","USA","SpaceX","Commercial","Communications",260,280,260,2021-05-09,4.000000,
"Starlink-2704","USA","SpaceX","Commercial","Communications",258,280,260,2021-05-26,4.000000,
"Starlink-2705","USA","SpaceX","Commercial","Communications",258,280,260,2021-05-26,4.000000,
"Starlink-2706","USA","SpaceX","Commercial","Communications",260,280,260,2021-05-09,4.000000,
"Starlink-2707","USA","SpaceX","Commercial","Communications",258,280,260,2021-05-26,4.000000,
"Starlink-2708","USA","SpaceX","Commercial","Communications",258,280,260,2021-05-26,4.000000,
"Starlink-2709","USA","SpaceX","Commercial","Communications",258,280,260,2021-05-26,4.000000,
"Starlink-2711","USA","SpaceX","Commercial","Communications",258,280,260,2021-05-26,4.000000,
"Starlink-2712","USA","SpaceX","Commercial","Communications",258,280,260,2021-05-26,4.000000,
"Starlink-2714","USA","SpaceX","Commercial","Communications",564,582,260,2021-05-15,4.000000,
"Starlink-2715","USA","SpaceX","Commercial","Communications",258,280,260,2021-05-26,4.000000,
"Starlink-2717","USA","SpaceX","Commercial","Communications",258,280,260,2021-05-26,4.000000,
"Starlink-2719","USA","SpaceX","Commercial","Communications",258,280,260,2021-05-26,4.000000,
"Starlink-2720","USA","SpaceX","Commercial","Communications",258,280,260,2021-05-26,4.000000,
"Starlink-2722","USA","SpaceX","Commercial","Communications",260,280,260,2021-05-09,4.000000,
"Starlink-2723","USA","SpaceX","Commercial","Communications",260,280,260,2021-05-09,4.000000,
"Starlink-2725","USA","SpaceX","Commercial","Communications",258,280,260,2021-05-26,4.000000,
"Starlink-2726","USA","SpaceX","Commercial","Communications",258,280,260,2021-05-26,4.000000,
"Starlink-2727","USA","SpaceX","Commercial","Communications",258,280,260,2021-05-26,4.000000,
